任务ID,股票代码,股票名称,所属方向,当日表现,核心逻辑浓缩,证据类型,舆情强度,情绪强度,兑现路径,验证点,负面触发,强度,状态分类,写入状态,写入时间,失败原因
ID-20260706-12,603211,晋拓股份,人形机器人,未提供,国产链核心标的，唯一与宇树科技绑定成立合资公司，宇树IPO注册获批直接催化,行业新闻;研报观点,强,中,事件/客户,宇树科技IPO挂牌上市,无,A,利好,未写入,,
ID-20260706-13,601689,拓普集团,人形机器人,未提供,T链核心供应商，机器人零部件多环节布局，受益Optimus规模化量产,研报观点,中,弱,产能/客户,Optimus爬坡进度,无,B,观察,未写入,,
ID-20260706-14,603728,鸣志电器,人形机器人,未提供,T链电机供应商，机器人空心杯电机/步进电机布局，受益机器人关节电机需求,研报观点,中,弱,产能/客户,电机产品送样或定点,无,B,观察,未写入,,
ID-20260706-15,603119,浙江荣泰,人形机器人,未提供,T链机器人供应链标的，受益Optimus量产拉动,研报观点,弱,弱,产能/客户,供应链定点确认,无,C,观察,未写入,,
ID-20260706-16,301529,福赛科技,人形机器人,未提供,T链+NV链双布局，机器人供应链供应商，受益特斯拉和英伟达机器人双线推进,研报观点,中,弱,客户/产能,双链订单落地,无,B,观察,未写入,,
ID-20260706-17,603179,新泉股份,人形机器人,未提供,T链机器人供应链供应商，受益Optimus量产，凯迪股份关联标的,研报观点,弱,弱,客户/产能,供应链定点确认,无,C,观察,未写入,,
ID-20260706-18,603897,长城科技,人形机器人,未提供,T链机器人供应链标的，受益Optimus量产拉动,研报观点,弱,弱,客户/产能,供应链定点确认,无,C,观察,未写入,,
ID-20260706-19,301308,江波龙,存储/半导体,未提供,26H1净利润92-110亿元同比+62204%~74394%，超去年全年7.7倍，与存储原厂续签LTA，存储模组龙头中报业绩炸裂,公告;业绩预增,强,强,业绩/涨价,周一盘面反馈;Q3存储涨价落地,无,S,利好,未写入,,
ID-20260706-20,603618,杭电股份,存储/半导体,未提供,26H1归母净利润3.6-4.0亿元同比+852%~958%，光纤光缆量价齐升，行业景气度回暖核心受益,公告;业绩预增,强,强,业绩/涨价,周一盘面反馈;光纤光缆景气持续性,无,S,利好,未写入,,
ID-20260706-21,600105,永鼎股份,存储/半导体,未提供,光纤光缆标的，周末热门业绩公告股之一，受益光纤行业景气回暖,行业新闻,中,中,业绩/涨价,中报业绩预告,无,B,观察,未写入,,
ID-20260706-22,603986,兆易创新,存储/半导体,未提供,利基存储龙头，NOR Flash+MCU双主线，DRAM涨价+AI端侧存储需求拉动，三星Q3 DRAM涨价20%利好存储全链,行业新闻;涨价,强,中,涨价/产能,DRAM Q3涨价落地;NOR Flash价格走势,无,A,利好,未写入,,
ID-20260706-23,600584,长电科技,存储/半导体,未提供,先进封装六大龙头之一，韬定律V2芯片层利好先进封装，受益华为芯片技术路线演进与国产替代,行业新闻;研报观点,强,中,产能/政策,韬定律V2相关订单落地;先进封装产能扩张,无,A,利好,未写入,,
ID-20260706-24,002156,通富微电,存储/半导体,未提供,先进封装六大之一，受益韬定律V2芯片层封装需求提升与国产先进封装渗透率上升,行业新闻;研报观点,强,中,产能/政策,先进封装产能扩张进度,无,A,利好,未写入,,
ID-20260706-25,002185,华天科技,存储/半导体,未提供,先进封装六大之一，受益韬定律V2芯片层先进封装需求提升,行业新闻;研报观点,中,弱,产能/政策,先进封装订单落地,无,B,观察,未写入,,
ID-20260706-26,688403,汇成股份,存储/半导体,未提供,先进封装六大之一，受益韬定律V2芯片层封装需求提升,行业新闻;研报观点,中,弱,产能/政策,先进封装订单落地,无,B,观察,未写入,,
ID-20260706-27,688362,甬矽电子,存储/半导体,未提供,先进封装六大之一，受益韬定律V2芯片层封装需求提升与国产替代加速,行业新闻;研报观点,中,弱,产能/政策,先进封装订单落地,无,B,观察,未写入,,
ID-20260706-28,688981,中芯国际,存储/半导体,未提供,韬定律V2明确先进制程路标，国内先进制程龙头，未来5年制程差距有望缩短5年，受益华为芯片量产需求,行业新闻;研报观点,强,中,政策/产能,先进制程进展;华为芯片代工份额,无,A,利好,未写入,,
ID-20260706-29,688347,华虹公司,存储/半导体,未提供,韬定律V2晶体管层受益标的，特色工艺代工龙头，受益AI+汽车芯片需求增长,行业新闻;研报观点,中,弱,产能/政策,产能利用率;特色工艺订单,无,B,观察,未写入,,
ID-20260706-30,688172,燕东微,存储/半导体,未提供,韬定律V2晶体管层受益标的，先进制程布局标的，受益国产替代,行业新闻;研报观点,弱,弱,产能/政策,先进制程进展,无,C,观察,未写入,,
ID-20260706-31,300666,江丰电子,存储/半导体,未提供,半导体材料龙头，靶材核心供应商，韬定律V2晶体管层材料受益，国产替代持续受益,行业新闻;研报观点,中,中,产能/政策,靶材订单;半导体材料国产化率,无,A,利好,未写入,,
ID-20260706-32,688037,芯源微,存储/半导体,未提供,韬定律V2电路层+芯片层双重受益，涂胶显影+先进封装设备供应商，第三方EDA优化工具,行业新闻;研报观点,中,弱,政策/订单,设备订单落地,无,B,观察,未写入,,
ID-20260706-33,301269,华大九天,存储/半导体,未提供,国产EDA龙头，韬定律V2电路层受益标的，华为自研EDA生态第三方优化工具合作伙伴,行业新闻;研报观点,中,弱,政策/客户,EDA工具订单;国产替代进度,无,B,观察,未写入,,
ID-20260706-34,688498,源杰科技,存储/半导体,未提供,光芯片龙头，韬定律V2系统层光互联核心受益，华为2028年配套昇腾960光互联路标明确，光芯片用量将10倍增长,行业新闻;研报观点,强,中,事件/客户,光芯片订单;华为光互联方案落地,无,A,利好,未写入,,
ID-20260706-35,002281,光迅科技,存储/半导体,未提供,光芯片+光模块龙头，韬定律V2系统层光互联核心受益，华为硅光平台生态伙伴,行业新闻;研报观点,强,中,事件/客户,光模块订单;华为光互联量产,无,A,利好,未写入,,
ID-20260706-36,688048,长光华芯,存储/半导体,未提供,光芯片标的，韬定律V2系统层光互联受益，半导体激光芯片龙头,行业新闻;研报观点,中,弱,事件/客户,光芯片订单,无,B,观察,未写入,,
ID-20260706-37,002384,东山精密,存储/半导体,未提供,PCB龙头+光互联受益，袁永刚判断光芯片用量将10倍增长，韬定律V2系统层+芯片层双重受益，回调后被国盛电子强call,行业新闻;研报观点,强,中,产能/事件,光互联方案落地;PCB订单,无,A,利好,未写入,,
ID-20260706-38,688008,澜起科技,存储/半导体,未提供,超节点互联芯片龙头，韬定律V2系统层超节点受益，AI服务器内存接口芯片核心供应商,行业新闻;研报观点,中,弱,客户/产能,超节点产品落地,无,B,观察,未写入,,
ID-20260706-39,688702,盛科通信,存储/半导体,未提供,交换芯片龙头，韬定律V2系统层超节点受益，AI数据中心交换机核心供应商,行业新闻;研报观点,中,弱,客户/产能,交换芯片订单,无,B,观察,未写入,,
ID-20260706-40,301165,锐捷网络,存储/半导体,未提供,AI数据中心交换机标的，韬定律V2系统层超节点受益，本周涨49.43%盘面共振,行业新闻;盘面共振,强,强,客户/产能,交换机订单;数据中心交换机份额,无,A,利好,未写入,,
ID-20260706-41,000938,紫光股份,存储/半导体,未提供,ICT龙头，韬定律V2系统层超节点受益，交换机+服务器双轮驱动,行业新闻;研报观点,中,弱,客户/产能,超节点产品落地,无,B,观察,未写入,,
ID-20260706-42,688041,海光信息,存储/半导体,未提供,国产CPU龙头，Intel server CPU涨价10-12%打开国产替代窗口，Q3国内缺CPU预期强化，受益AI算力建设深水区,行业新闻;涨价;研报观点,强,中,涨价/政策,Q3国产CPU导入进度;海光订单,无,A,利好,未写入,,
ID-20260706-43,603019,中科曙光,存储/半导体,未提供,国产算力龙头，AI服务器+CPU双线受益，Intel涨价驱动国产CPU替代加速,行业新闻;研报观点,中,弱,政策/客户,国产CPU服务器订单,无,B,观察,未写入,,
ID-20260706-44,000066,中国长城,存储/半导体,未提供,国产CPU标的，Intel涨价打开替代窗口，飞腾CPU受益国产替代加速,行业新闻;研报观点,中,弱,政策/客户,飞腾CPU订单,无,B,观察,未写入,,
ID-20260706-45,600460,士兰微,存储/半导体,未提供,功率半导体IDM龙头，近日上调产品价格10-25%，受益功率半导体涨价周期,涨价;公告,强,中,涨价/产能,功率半导体涨价持续性;产能利用率,无,A,利好,未写入,,
ID-20260706-46,688469,芯联集成,存储/半导体,未提供,功率半导体代工标的，近日上调产品价格10-25%，受益行业涨价,涨价;公告,中,弱,涨价/产能,涨价落地;订单情况,无,B,观察,未写入,,
ID-20260706-47,300373,扬杰科技,存储/半导体,未提供,功率半导体IDM标的，近日上调产品价格10-25%，受益行业涨价,涨价;公告,中,弱,涨价/产能,涨价落地;订单情况,无,B,观察,未写入,,
ID-20260706-48,688525,佰维存储,存储/半导体,未提供,存储模组标的，江波龙业绩炸裂带动存储模组板块，DRAM/NAND涨价受益,行业新闻;涨价,中,弱,涨价/业绩,存储模组业绩预期,无,B,观察,未写入,,
ID-20260706-49,001309,德明利,存储/半导体,未提供,存储模组标的，江波龙业绩炸裂带动板块，DRAM/NAND涨价受益,行业新闻;涨价,中,弱,涨价/业绩,存储模组业绩预期,无,B,观察,未写入,,
ID-20260706-50,000021,深科技,存储/半导体,未提供,存储封测标的，受益存储涨价+产能紧张，存储产业链核心环节,行业新闻;涨价,中,弱,涨价/产能,封测订单;存储封测产能,无,B,观察,未写入,,
ID-20260706-51,688766,普冉股份,存储/半导体,未提供,利基存储标的，NOR Flash+EEPROM双线，受益DRAM涨价外溢效应和AI端侧存储需求,行业新闻;涨价,中,弱,涨价/客户,NOR Flash价格;AI端侧订单,无,B,观察,未写入,,
ID-20260706-52,300223,北京君正,存储/半导体,未提供,利基存储+AIoT芯片，受益DRAM涨价和AI端侧需求增长,行业新闻;涨价,中,弱,涨价/客户,存储价格;AIoT订单,无,B,观察,未写入,,
ID-20260706-53,688110,东芯股份,存储/半导体,未提供,利基存储标的，NAND+DRAM双线，受益存储涨价外溢,行业新闻;涨价,中,弱,涨价/客户,存储价格走势,无,B,观察,未写入,,
ID-20260706-54,300042,朗科科技,存储/半导体,未提供,存储模组标的，江波龙业绩炸裂带动板块，DRAM/NAND涨价受益,行业新闻;涨价,弱,弱,涨价/业绩,存储模组业绩预期,无,C,观察,未写入,,
ID-20260706-55,301232,飞沃科技,商业航天,未提供,火箭发动机3D打印零部件龙头，通过控股子公司布局液体火箭发动机，可回收火箭三重增量：发射频次、装机量、3D打印价值占比,行业新闻;研报观点,强,中,事件/产能,长十乙710试飞;3D打印零部件订单,无,A,利好,未写入,,
ID-20260706-56,002428,云南锗业,商业航天,未提供,太空光伏核心材料龙头，光伏级锗衬底全球市占超70%，三结砷化镓太阳能电池基材，千帆星座218颗在轨+持续组网,行业新闻;研报观点,强,中,产能/客户,千帆星座后续发射;锗衬底订单,无,A,利好,未写入,,
ID-20260706-57,603698,航天工程,商业航天,未提供,航天一院唯一A股上市平台，长十乙由航天一院抓总研制，存在资产注入预期，板块情绪核心标的,行业新闻;研报观点,强,强,事件/政策,长十乙首次试飞;资产注入进展,无,A,利好,未写入,,
ID-20260706-58,301588,美新科技,商业航天,未提供,火箭贮箱赛道新锐，2026年控股四川星曜宇航，核心团队源自航天七院，具备整流罩/箭体壳段/燃料贮箱全链条能力,行业新闻;研报观点,中,弱,产能/客户,火箭贮箱订单;航天配套验证,无,B,观察,未写入,,
ID-20260706-59,001270,铖昌科技,商业航天,未提供,相控阵T/R芯片龙头，低轨卫星通信核心供应商，千帆星座218颗在轨+持续组网拉动需求,行业新闻;研报观点,中,弱,产能/客户,卫星通信芯片订单,无,B,观察,未写入,,
ID-20260706-60,688270,臻镭科技,商业航天,未提供,射频芯片+电源芯片标的，商业航天+卫星互联网受益，低轨卫星组网拉动,行业新闻;研报观点,中,弱,产能/客户,卫星芯片订单,无,B,观察,未写入,,
ID-20260706-61,未提供,电科蓝天,商业航天,未提供,宇航电源龙头，2024年国内宇航电源市场覆盖率超50%，国网/千帆两大低轨星座主力配套商，赛道刚需稀缺资产,行业新闻;研报观点,中,弱,客户/产能,千帆星座后续发射;宇航电源订单,无,B,观察,未写入,,
ID-20260706-62,002916,深南电路,AI/PCB/算力,未提供,PCB大票龙头，载板和类载板供不应求带来价格弹性+国产化0-1渗透，绑定Rubin平台放量弹性最大方向，天风电新最看好PCB大票,研报观点,强,中,涨价/产能,载板放量;国产化渗透率;Rubin平台订单,无,A,利好,未写入,,
ID-20260706-63,301217,铜冠铜箔,AI/PCB/算力,未提供,PCB最上游铜箔标的，绑定Rubin二代布和HVLP3-4，Q3锐度最高，本轮调整已跌20%性价比提升,研报观点;涨价,中,弱,涨价/产能,Rubin平台铜箔订单;HVLP3-4放量,无,B,观察,未写入,,
ID-20260706-64,688020,方邦股份,AI/PCB/算力,未提供,载体铜箔+ABF膜标的，绑定载板明年锐度最高方向，电磁屏蔽膜+铜箔双主线,研报观点,中,弱,产能/客户,载体铜箔放量;ABF膜国产化,无,B,观察,未写入,,
ID-20260706-65,603186,华正新材,AI/PCB/算力,未提供,载体铜箔+ABF膜标的，绑定载板方向，覆铜板+导热材料双线,研报观点,弱,弱,产能/客户,载体铜箔放量,无,C,观察,未写入,,
ID-20260706-66,300814,中富电路,AI/PCB/算力,未提供,PCB载板/类载板标的，国产化0-1渗透受益，深南电路之外弹性标的,研报观点,弱,弱,产能/客户,载板订单;国产化进展,无,C,观察,未写入,,
ID-20260706-67,002436,兴森科技,AI/PCB/算力,未提供,PCB载板/类载板标的，国产化0-1渗透受益，IC封装基板布局,研报观点,弱,弱,产能/客户,载板订单;IC基板进展,无,C,观察,未写入,,
ID-20260706-68,688141,杰华特,AI/PCB/算力,未提供,DrMOS龙头，AI敞口最高+三次电源扩容至光模块/存储，天风电新最看好电源方向,研报观点,中,弱,产能/客户,DrMOS订单;三次电源扩容,无,B,观察,未写入,,
ID-20260706-69,688368,晶丰明源,AI/PCB/算力,未提供,DrMOS+LED驱动双线，AI敞口电源芯片受益，三次电源扩容,研报观点,弱,弱,产能/客户,DrMOS订单,无,C,观察,未写入,,
ID-20260706-70,688508,芯朋微,AI/PCB/算力,未提供,DrMOS+电源管理芯片，AI敞口电源芯片受益，三次电源扩容,研报观点,弱,弱,产能/客户,DrMOS订单,无,C,观察,未写入,,
ID-20260706-71,002138,顺络电子,AI/PCB/算力,未提供,钽电容龙头，AI服务器+机器人双线受益，电容涨价刚刚开始,研报观点;涨价,中,弱,涨价/产能,钽电容涨价;电感/电容订单,无,B,观察,未写入,,
ID-20260706-72,002484,江海股份,AI/PCB/算力,未提供,铝电解+超级电容+MLPC龙头，电容涨价刚刚开始，AI服务器电容需求拉动,研报观点;涨价,中,弱,涨价/产能,铝电解/MLPC涨价;超级电容订单,无,B,观察,未写入,,
ID-20260706-73,300408,三环集团,AI/PCB/算力,未提供,MLCC龙头+SOFC受益，电容涨价+SOFC高景气双驱动，缺电方向弹性最大,研报观点;涨价,强,中,涨价/产能,MLCC涨价;SOFC订单,无,A,利好,未写入,,
ID-20260706-74,002245,蔚蓝锂芯,AI/PCB/算力,未提供,BBU标的，虽无涨价弹性但迭代高ASP不变，天风电新重点推荐,研报观点,中,弱,客户/产能,BBU产品迭代;ASP提升,无,B,观察,未写入,,
ID-20260706-75,002851,麦米电气,AI/PCB/算力,未提供,电源龙头，AI服务器电源核心供应商，受益算力建设深水区,研报观点,中,弱,客户/产能,电源订单;AI服务器电源份额,无,B,观察,未写入,,
ID-20260706-76,300870,欧陆通,AI/PCB/算力,未提供,电源标的，AI服务器电源受益，天风电新推荐,研报观点,弱,弱,客户/产能,电源订单,无,C,观察,未写入,,
ID-20260706-77,002203,海亮股份,AI/PCB/算力,未提供,PCB铜箔上游铜材标的，受益PCB上游涨价传导,研报观点;涨价,弱,弱,涨价/产能,铜箔涨价传导,无,C,观察,未写入,,
ID-20260706-78,600549,厦门钨业,AI/PCB/算力,未提供,PCB钻针棒材国产替代标的，海外供给收缩+英伟达Rubin平台放量拉动钻针涨价预期,行业新闻;涨价,中,弱,涨价/产能,钻针涨价落地;国产替代份额,无,B,观察,未写入,,
ID-20260706-79,000034,神州数码,AI/PCB/算力,未提供,中标中国移动PC服务器集采13.41亿元，国产算力+IT分销双轮驱动，CPU涨价受益国产替代,公告;中标,强,中,订单/政策,中国移动服务器交付;国产CPU导入,无,A,利好,未写入,,
ID-20260706-80,002371,北方华创,先进封装/材料,未提供,半导体设备龙头，韬定律V2代工/先进封装双重受益，DUV光刻/TSV刻蚀/薄膜沉积/CMP全环节覆盖,行业新闻;研报观点,强,中,产能/政策,设备订单;先进封装设备交付,无,A,利好,未写入,,
ID-20260706-81,688012,中微公司,先进封装/材料,未提供,刻蚀设备龙头，韬定律V2 TSV高深宽比刻蚀核心受益，3D NAND+先进封装双驱动,行业新闻;研报观点,强,中,产能/政策,刻蚀设备订单,无,A,利好,未写入,,
ID-20260706-82,688072,拓荆科技,先进封装/材料,未提供,薄膜沉积设备龙头，韬定律V2多层薄膜沉积核心受益，PECVD/ALD双线,行业新闻;研报观点,中,弱,产能/政策,薄膜沉积设备订单,无,B,观察,未写入,,
ID-20260706-83,688120,华海清科,先进封装/材料,未提供,CMP设备龙头，韬定律V2 CMP环节核心受益，国产替代持续,行业新闻;研报观点,中,弱,产能/政策,CMP设备订单,无,B,观察,未写入,,
ID-20260706-84,688147,微导纳米,先进封装/材料,未提供,ALD设备龙头，韬定律V2薄膜沉积受益，先进制程+先进封装双需求,行业新闻;研报观点,中,弱,产能/政策,ALD设备订单,无,B,观察,未写入,,
ID-20260706-85,300054,鼎龙股份,先进封装/材料,未提供,CMP抛光垫+PI浆料龙头，韬定律V2先进封装材料受益,行业新闻;研报观点,中,弱,产能/客户,抛光垫订单;先进封装材料,无,B,观察,未写入,,
ID-20260706-86,688019,安集科技,先进封装/材料,未提供,CMP抛光液龙头，韬定律V2 CMP环节核心受益，国产替代份额提升,行业新闻;研报观点,中,弱,产能/客户,CMP抛光液订单,无,B,观察,未写入,,
ID-20260706-87,002409,雅克科技,先进封装/材料,未提供,半导体材料标的，前驱体+光刻胶双线，韬定律V2先进封装受益,行业新闻;研报观点,弱,弱,产能/客户,前驱体订单,无,C,观察,未写入,,
ID-20260706-88,002938,鹏鼎控股,先进封装/材料,未提供,PCB+载板龙头，韬定律V2先进封装ABF载板受益,行业新闻;研报观点,中,弱,产能/客户,ABF载板订单,无,B,观察,未写入,,
ID-20260706-89,603650,彤程新材,先进封装/材料,未提供,半导体光刻胶+橡胶助剂双线，周末财经消息整理中被提及，先进封装材料受益,行业新闻,弱,弱,产能/客户,光刻胶进展,无,C,观察,未写入,,
ID-20260706-90,300346,南大光电,先进封装/材料,未提供,前驱体+光刻胶双线，半导体材料标的，先进制程受益,行业新闻,弱,弱,产能/客户,前驱体/光刻胶订单,无,C,观察,未写入,,
ID-20260706-91,未提供,CXO方向整体,创新药,未提供,国家药监局优化细胞与基因治疗审评审批+内外需求共振，CXO行业边际向好，创新药板块全线大涨,政策催化;行业新闻;映射补全,中,中,政策/业绩,细胞与基因治疗政策细则;CXO订单回暖,无,B,观察,未写入,,
ID-20260706-92,688531,日联科技,其他,未提供,工业X射线检测设备龙头，珠海拿地6亿建华南总部+参与马来西亚QES定增，全球工业检测平台持续兑现，1年内看500亿市值,公告;研报观点,中,弱,产能/客户,QES整合进度;华南总部投产,无,B,观察,未写入,,
ID-20260706-93,688234,天岳先进,其他,未提供,碳化硅衬底龙头，26年出货目标70万片/突破100万片，8英寸市占率达50%，AI服务器/数据中心为需求元年，26年大概率盈亏平衡,研报观点,强,中,产能/客户,8英寸衬底出货;盈亏平衡时间点,无,A,利好,未写入,,
ID-20260706-94,688257,新锐股份,其他,未提供,PCB钻针棒材国产替代标的，海外供给收缩+Rubin平台放量拉动涨价预期,行业新闻;涨价,弱,弱,涨价/产能,钻针涨价落地,无,C,观察,未写入,,
ID-20260706-95,000657,中钨高新,其他,未提供,PCB钻针棒材国产替代标的，厦门钨业子公司，受益海外供给收缩国产替代,行业新闻;涨价,弱,弱,涨价/产能,钻针国产替代份额,无,C,观察,未写入,,
ID-20260706-96,002885,京泉华,其他,未提供,SOFC磁性元件标的，缺电方向弹性标的，SOFC供应链受益,研报观点,弱,弱,产能/客户,SOFC订单,无,C,观察,未写入,,
ID-20260706-97,未提供,华策影视,其他,未提供,可灵AI投资方之一，可灵估值180亿美元/首轮融资近30亿美元，BAT历史性同台，AI视频生成受益标的,行业新闻;映射补全,中,弱,事件,可灵AI后续融资/商业化进展,无,B,观察,未写入,,
ID-20260706-98,688502,茂莱光学,其他,未提供,精密光学龙头，韬定律V2光刻/半导体检测受益，DUV光刻机+半导体量检测设备光学元件供应商,行业新闻;研报观点,弱,弱,产能/客户,半导体光学元件订单,无,C,观察,未写入,,
ID-20260706-99,未提供,玻璃基板方向整体,先进封装/材料,未提供,台积电CoPoS当前不用玻璃基板澄清（财通建投表示早已澄清、不影响glass core substrate放量预期），短期情绪扰动,澄清;映射补全,中,退潮,事件,玻璃芯载板放量验证,澄清,B,利空,未写入,,
