任务ID,股票代码,股票名称,所属方向,当日表现,核心逻辑浓缩,证据类型,舆情强度,情绪强度,兑现路径,验证点,负面触发,强度,状态分类,写入状态,写入时间,失败原因
ID-20260706-78,未提供,昊志机电,商业航天/电主轴映射,未提供,商业航天精密加工设备映射标的,映射补全,弱,弱,设备,验证,无,C,观察,未写入,,
ID-20260706-79,300943,春晖智控,SOFC/燃料电池,未提供,SOFC方向受益标的,研报推荐,弱,弱,SOFC,验证,无,C,观察,未写入,,
ID-20260706-80,688766,普冉股份,存储/利基,未提供,利基存储标的,研报推荐,弱,弱,利基存储,验证,无,C,观察,未写入,,
ID-20260706-81,688368,晶丰明源,芯片/电源DrMOS,未提供,DrMOS AI敞口高，三次电源扩容受益,研报推荐,弱,弱,DrMOS订单,验证,无,C,观察,未写入,,
ID-20260706-82,300042,朗科科技,存储/模组,未提供,存储模组标的，招商电子推荐关注,研报推荐,弱,弱,存储模组,验证,无,C,观察,未写入,,
ID-20260706-83,300870,欧陆通,电源,未提供,AI服务器电源标的,研报推荐,弱,弱,电源订单,验证,无,C,观察,未写入,,
ID-20260706-84,未提供,正强股份,机器人/T链映射,未提供,T链机器人产业链映射标的,映射补全,弱,弱,T链配套,验证,无,C,观察,未写入,,
ID-20260706-85,688403,汇成股份,芯片/先进封装,未提供,韬定律V2先进封装六大标的之一,研报推荐,弱,弱,先进封装,订单进展,无,C,观察,未写入,,
ID-20260706-86,未提供,泛亚微透,机器人/NV链映射,未提供,NV波士顿动力产业链映射标的,映射补全,弱,弱,NV链配套,验证,无,C,观察,未写入,,
ID-20260706-87,688172,燕东微,芯片/先进制程,未提供,韬定律V2先进制程方向受益标的,研报推荐,弱,弱,先进制程,制程进展,无,C,观察,未写入,,
ID-20260706-88,688362,甬矽电子,芯片/先进封装,未提供,先进封装六大标的之一,研报推荐,弱,弱,先进封装,订单进展,无,C,观察,未写入,,
ID-20260706-89,688702,盛科通信,芯片/交换机芯片,未提供,韬定律超节点方向受益,研报推荐,弱,弱,交换机芯片,产品进展,无,C,观察,未写入,,
ID-20260706-90,未提供,福莱新材,机器人/电子皮肤映射,未提供,T链电子皮肤标的映射,映射补全,弱,弱,电子皮肤,验证,无,C,观察,未写入,,
ID-20260706-91,未提供,福赛科技,机器人/T链+NV链映射,未提供,T链+NV波士顿动力双链映射标的,映射补全,中,弱,双链订单,验证,无,C,观察,未写入,,
ID-20260706-92,300567,精测电子,芯片/检测设备,未提供,半导体检测设备标的,研报推荐,弱,弱,检测设备,验证,无,C,观察,未写入,,
ID-20260706-93,000938,紫光股份,芯片/超节点,未提供,韬定律V2超节点方向受益,研报推荐,弱,弱,超节点/网络设备,业绩,无,C,观察,未写入,,
ID-20260706-94,301588,美新科技,商业航天/火箭贮箱,未提供,控股星曜宇航，整流罩/箭体壳段/燃料贮箱全链条,研报推荐,弱,弱,贮箱订单,验证,无,C,观察,未写入,,
ID-20260706-95,688123,聚辰股份,存储/利基,未提供,利基存储标的,研报推荐,弱,弱,利基存储,验证,无,C,观察,未写入,,
ID-20260706-96,未提供,臻镭科技,商业航天/射频映射,未提供,商业航天射频芯片映射标的,映射补全,弱,弱,卫星互联网,验证,无,C,观察,未写入,,
ID-20260706-97,688508,芯朋微,芯片/电源DrMOS,未提供,DrMOS AI敞口高，三次电源扩容受益,研报推荐,弱,弱,DrMOS订单,验证,无,C,观察,未写入,,
ID-20260706-98,002245,蔚蓝锂芯,电源/BBU,未提供,BBU重点标的，迭代高ASP不变,研报推荐,弱,弱,BBU订单,验证,无,C,观察,未写入,,
ID-20260706-99,未提供,铖昌科技,商业航天/相控阵映射,未提供,商业航天相控阵T/R芯片映射标的,映射补全,弱,弱,卫星互联网,验证,无,C,观察,未写入,,
ID-20260706-100,未提供,锋龙股份,机器人/国内本体映射,未提供,国内机器人本体标的映射,映射补全,弱,弱,本体订单,验证,无,C,观察,未写入,,
ID-20260706-101,688048,长光华芯,芯片/光芯片,未提供,韬定律V2光互联光芯片标的,研报推荐,弱,弱,光芯片,产品进展,无,C,观察,未写入,,
ID-20260706-102,未提供,震裕科技,商业航天/结构件映射,未提供,商业航天精密结构件映射标的,映射补全,弱,弱,结构件,验证,无,C,观察,未写入,,
