任务ID,股票代码,股票名称,所属方向,当日表现,核心逻辑浓缩,证据类型,舆情强度,情绪强度,兑现路径,验证点,负面触发,强度,状态分类,写入状态,写入时间,失败原因
ID-20260706-30,301308,江波龙,存储芯片,未提供,H1归母净利92-110亿元，同比+62204%-74394%；A股唯一覆盖全球八大存储原厂模组企业，LEXAR品牌+LTA协议锁定,业绩预告；招商电子,强,强,业绩/涨价,Q3存储价格走势；下半年营收持续性,无,S,利好,未写入,,
ID-20260706-31,688525,佰维存储,存储芯片,未提供,长鑫存储第一大NAND采购客户，AI终端/车载/工控嵌入式存储龙头，自建封测产线，存储订单排至2027年,机构推荐；产业链调研,强,中,订单/产能,长鑫上市催化,无,A,利好,未写入,,
ID-20260706-32,001309,德明利,存储芯片,未提供,国产SSD主控芯片龙头，国内市场份额前三，订单排至2026年底，存储国产替代稀缺标的,机构推荐；产业链梳理,中,中,订单/国产替代,主控芯片出货量,无,A,利好,未写入,,
ID-20260706-33,603986,兆易创新,存储芯片,未提供,全球第三NOR Flash设计企业，战略持股长鑫存储1.88%，存储订单排期至2027年,机构推荐；产业链梳理,强,中,订单/国产替代,长鑫上市；NOR Flash价格,无,A,利好,未写入,,
ID-20260706-34,688008,澜起科技,存储芯片,未提供,全球DDR5内存接口芯片龙头，长鑫DRAM配套唯一国产接口芯片供应商，单台AI服务器搭载多颗,机构推荐；产业链梳理,强,中,订单/国产替代,DDR5渗透率提升,无,A,利好,未写入,,
ID-20260706-35,000021,深科技,存储芯片,未提供,国内最大独立DRAM封测服务商，子公司沛顿承接长鑫60%-70%委外封测订单；希捷磁头独家供应商,机构推荐；产业链梳理,中,中,订单/产能,长鑫上市催化,无,A,利好,未写入,,
ID-20260706-36,600584,长电科技,存储芯片,未提供,全球第三半导体封测龙头，存储相关长期订单锁定至2027年，深度配套长鑫晶圆封测,机构推荐；产业链梳理,强,中,订单/产能,长鑫上市催化,无,A,利好,未写入,,
ID-20260706-37,002916,深南电路,存储芯片,未提供,国内高端封装基板龙头，华为/长鑫核心配套商，存储订单锁定至2028年,机构推荐；产业链梳理,中,中,订单/产能,基板产能扩张,无,A,利好,未写入,,
ID-20260706-38,002156,通富微电,存储芯片,未提供,国内少数具备HBM量产封装能力的内资厂商，存储相关在手订单约120亿元，HBM封测持续排产至2027年,机构推荐；产业链梳理,强,中,订单/产能,HBM封测产能爬坡,无,A,利好,未写入,,
ID-20260706-39,300042,朗科科技,存储芯片,未提供,存储模组企业，受益存储涨价周期,机构提及,弱,弱,涨价,需验证,仅映射,C,观察,未写入,,
ID-20260706-40,688766,普冉股份,存储芯片,未提供,利基存储设计企业，受益存储涨价周期,机构提及,弱,弱,涨价,需验证,仅映射,C,观察,未写入,,
ID-20260706-41,300223,北京君正,存储芯片,未提供,利基存储+车载存储设计企业,机构提及,弱,弱,涨价,需验证,仅映射,C,观察,未写入,,
ID-20260706-42,688110,东芯股份,存储芯片,未提供,利基存储设计企业,机构提及,弱,弱,涨价,需验证,仅映射,C,观察,未写入,,
ID-20260706-43,688416,恒烁股份,存储芯片,未提供,利基存储设计企业,机构提及,弱,弱,涨价,需验证,仅映射,C,观察,未写入,,
ID-20260706-44,688123,聚辰股份,存储芯片,未提供,EEPROM存储设计企业,机构提及,弱,弱,涨价,需验证,仅映射,C,观察,未写入,,
ID-20260706-45,688981,中芯国际,半导体/先进封装,未提供,华为韬定律V2利好晶体管层先进制程方向，国内先进制程核心代工厂,机构推荐；浙商AI战队,强,中,政策/产能,Q3产能利用率；先进制程进展,无,A,利好,未写入,,
ID-20260706-46,688347,华虹公司,半导体/先进封装,未提供,韬定律利好先进制程方向代工厂,机构推荐,中,中,产能,制程进展,无,B,观察,未写入,,
ID-20260706-47,600584,长电科技,半导体/先进封装,未提供,先进封装六大核心之一（盛合晶微→长电→通富→汇成→华天→甬矽），韬定律V2直接利好,机构推荐；浙商AI战队,强,中,订单/技术,先进封装订单增长,无,A,利好,未写入,,
ID-20260706-48,002156,通富微电,半导体/先进封装,未提供,先进封装六大核心之一，韬定律V2+存储双主线逻辑共振,机构推荐,强,中,订单/技术,封装产能利用率,无,A,利好,未写入,,
ID-20260706-49,688403,汇成股份,半导体/先进封装,未提供,先进封装六大之一，韬定律V2利好驱动,机构推荐,中,中,订单,封装订单,无,B,观察,未写入,,
ID-20260706-50,002185,华天科技,半导体/先进封装,未提供,先进封装六大之一，韬定律V2利好驱动,机构推荐,中,中,订单,封装订单,无,B,观察,未写入,,
ID-20260706-51,688362,甬矽电子,半导体/先进封装,未提供,先进封装六大之一，韬定律V2利好驱动,机构推荐,中,中,订单,封装订单,无,B,观察,未写入,,
ID-20260706-52,002371,北方华创,半导体设备,未提供,韬定律V2+GH电子推荐，代工和后道环节价值量提升，设备龙头直接受益,机构推荐,强,中,订单/国产替代,设备订单增长,无,A,利好,未写入,,
ID-20260706-53,688012,中微公司,半导体设备,未提供,韬定律V2利好刻蚀/薄膜沉积设备,机构推荐,中,中,订单,设备订单,无,B,观察,未写入,,
ID-20260706-54,688072,拓荆科技,半导体设备,未提供,韬定律V2利好薄膜沉积+混合键合设备,机构推荐,中,中,订单,设备订单,无,B,观察,未写入,,
ID-20260706-55,688120,华海清科,半导体设备,未提供,韬定律V2利好CMP设备，混合键合配套,机构推荐,中,中,订单,设备订单,无,B,观察,未写入,,
ID-20260706-56,688037,芯源微,半导体设备,未提供,韬定律V2利好涂胶显影+EDA辅助工具,机构推荐,中,中,订单,设备订单,无,B,观察,未写入,,
ID-20260706-57,688502,茂莱光学,半导体设备,未提供,GH电子推荐，韬定律V2利好精密光学组件,机构推荐,弱,弱,订单,需验证,仅映射,C,观察,未写入,,
ID-20260706-58,688147,微导纳米,半导体设备,未提供,韬定律V2利好薄膜沉积设备,机构推荐,弱,弱,订单,需验证,仅映射,C,观察,未写入,,
ID-20260706-59,300666,江丰电子,半导体材料,未提供,韬定律V2晶体管层利好半导体材料方向，溅射靶材龙头,机构推荐；浙商AI战队,强,中,订单/国产替代,靶材出货量,无,A,利好,未写入,,
ID-20260706-60,688019,安集科技,半导体材料,未提供,韬定律V2利好CMP抛光液/清洗液,机构推荐,中,中,订单,材料验证,无,B,观察,未写入,,
ID-20260706-61,300054,鼎龙股份,半导体材料,未提供,韬定律V2利好CMP抛光垫,机构推荐,中,中,订单,材料验证,无,B,观察,未写入,,
ID-20260706-62,002409,雅克科技,半导体材料,未提供,韬定律V2利好前驱体/特气材料,机构推荐,中,中,订单,材料验证,无,B,观察,未写入,,
ID-20260706-63,未提供,中船特气,半导体材料,未提供,韬定律V2利好电子特气,机构推荐,弱,弱,订单,需验证,仅映射,C,观察,未写入,,
ID-20260706-64,未提供,三孚新科,半导体材料,未提供,韬定律V2配套材料,机构推荐,弱,弱,订单,需验证,仅映射,C,观察,未写入,,
ID-20260706-65,002938,鹏鼎控股,半导体材料,未提供,韬定律V2利好ABF载板方向,机构推荐,中,中,订单,载板验证,无,B,观察,未写入,,
ID-20260706-66,002436,兴森科技,半导体材料,未提供,载板/类载板方向，PCB下游预期差最大赛道,机构推荐,中,中,订单/产能,载板放量,无,B,观察,未写入,,
ID-20260706-67,688498,源杰科技,光芯片,未提供,韬定律V2系统层光芯片核心标的，华为Hi-ONE全光互联明确受益；Lumentum磷化铟衬底严重缺货利好国产替代,机构推荐；产业事件,强,中,技术/国产替代,光芯片出货量增长,无,A,利好,未写入,,
ID-20260706-68,002281,光迅科技,光芯片,未提供,韬定律V2光芯片方向受益标的,机构推荐,中,中,技术,光芯片进展,无,B,观察,未写入,,
ID-20260706-69,688048,长光华芯,光芯片,未提供,光芯片全品类布局，韬定律V2光互联利好+产业趋势明确，中国光芯片市占率从15%向50%提升的核心弹性标的,机构强call,强,中,技术/国产替代,200G EML送样进展,无,A,利好,未写入,,
ID-20260706-70,688702,盛科通信,光芯片/超节点,未提供,韬定律V2系统层超节点标的，以太网交换芯片,机构推荐,中,中,技术,超节点订单,无,B,观察,未写入,,
ID-20260706-71,301165,锐捷网络,AI算力/交换机,未提供,中报预告验证AI数据中心建设→交换机出货→利润兑现链路，周涨幅+49.43%,业绩预告；东北计算机,强,强,业绩/订单,Q3交换机订单持续性,无,S,利好,未写入,,
ID-20260706-72,300456,赛微电子,半导体/散热,未提供,华为韬定律V2高端算力芯片硅基微通道液冷核心配套商，MEMS-OCS光交换芯片已为华为代工，国内唯一硅基嵌入式微通道量产能力,机构梳理；技术分析,中,中,技术/订单,液冷方案导入验证,仅送样,B,观察,未写入,,
ID-20260706-73,301269,华大九天,半导体/EDA,未提供,韬定律V2电路层EDA工具受益标的,机构推荐,中,中,技术,EDA工具进展,无,B,观察,未写入,,
ID-20260706-74,688041,海光信息,AI算力/CPU,未提供,国产CPU龙头，Intel 7月上调服务器CPU价格10-12%，国产CPU替代窗口打开，Q3国内CPU开始短缺,机构强call；天风/东北/东方证券,强,强,订单/国产替代,Q3国产CPU导入节奏,无,S,利好,未写入,,
ID-20260706-75,603019,中科曙光,AI算力/服务器,未提供,服务器整机龙头，Intel CPU涨价传导利好国产服务器,机构推荐,中,中,订单,国产服务器出货量,无,B,观察,未写入,,
ID-20260706-76,000977,浪潮信息,AI算力/服务器,未提供,服务器龙头，CPU涨价传导+AI算力建设受益,机构推荐,中,中,订单,服务器出货量,无,B,观察,未写入,,
ID-20260706-77,000938,紫光股份,AI算力/服务器,未提供,服务器/交换机厂商，AI算力建设受益,机构推荐,中,中,订单,服务器出货量,无,B,观察,未写入,,
ID-20260706-78,000034,神州数码,AI算力/服务器,未提供,子公司中标中国移动PC服务器集采13.41亿元,公告,中,中,订单,中标交付,无,B,观察,未写入,,
ID-20260706-79,000066,中国长城,AI算力/CPU,未提供,国产CPU标的，Intel涨价打开国产替代窗口,机构推荐,中,中,国产替代,需验证,仅映射,C,观察,未写入,,
ID-20260706-80,688256,寒武纪,AI芯片,未提供,国产AI算力芯片龙头，东方证券推荐,机构推荐,中,中,技术/国产替代,Q2业绩验证,无,B,观察,未写入,,
ID-20260706-81,002025,航天电器,AI算力,未提供,昇腾链连接器标的,机构推荐,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-82,300499,高澜股份,AI算力/液冷,未提供,AI液冷核心弹性标的，Q2若5000万利润兑现则H1达6500万附近；冷板/浸没式/集装箱式液冷全布局，在手订单14.56亿,机构强call,中,强,订单/业绩,Q2中报利润验证,无,A,利好,未写入,,
ID-20260706-83,002837,英维克,AI算力/液冷,未提供,机房级液冷龙头，受益AI数据中心建设,机构提及,中,中,订单,液冷订单增长,无,B,观察,未写入,,
ID-20260706-84,300602,飞荣达,AI算力/散热,未提供,华为散热体系金属微通道方案供应商之一,机构提及,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-85,002851,麦格米特,AI算力/电源,未提供,AI服务器电源标的,机构推荐,中,中,订单,电源订单,无,B,观察,未写入,,
ID-20260706-86,300870,欧陆通,AI算力/电源,未提供,AI服务器电源标的,机构推荐,中,中,订单,电源订单,无,B,观察,未写入,,
ID-20260706-87,300408,三环集团,MLCC/被动元件,未提供,MLCC龙头，AI服务器MLCC需求年增85%+，华强北高容MLCC现货持续涨价，涨价周期或延续至2028年；SOFC+电容双主线,机构推荐；产业调研,强,中,涨价/订单,MLCC涨价持续性,无,A,利好,未写入,,
ID-20260706-88,002138,顺络电子,被动元件,未提供,钽电容龙头，AI服务器电容需求爆发受益,机构推荐,中,中,涨价/订单,电容涨价验证,无,B,观察,未写入,,
ID-20260706-89,002484,江海股份,被动元件,未提供,铝电解&超容&MLPC全布局，MLPC为服务器电源关键元器件，超级电容2026年已取千万级营收；电极箔自给率70%-80%,机构研报；个股研究,中,中,涨价/订单,MLPC量产进展,无,A,利好,未写入,,
ID-20260706-90,688141,杰华特,电源/DrMOS,未提供,DrMOS芯片AI敞口最高，需求随三次电源扩容至光模块/存储,机构推荐,中,中,订单,DrMOS出货量,无,B,观察,未写入,,
ID-20260706-91,688368,晶丰明源,电源/DrMOS,未提供,DrMOS芯片标的，AI服务器电源受益,机构推荐,弱,中,订单,需验证,仅映射,C,观察,未写入,,
ID-20260706-92,688508,芯朋微,电源/DrMOS,未提供,DrMOS芯片标的，AI服务器电源受益,机构推荐,弱,中,订单,需验证,仅映射,C,观察,未写入,,
ID-20260706-93,002245,蔚蓝锂芯,电源/BBU,未提供,BBU电池标的，迭代高ASP不变,机构推荐,中,中,订单,BBU出货量,无,B,观察,未写入,,
ID-20260706-94,603618,杭电股份,光纤光缆,未提供,H1归母净利3.60-4.00亿元，同比+852%-958%，光纤光缆量价齐升驱动盈利大翻身,业绩预告,强,强,业绩/涨价,H2光纤价格走势,无,S,利好,未写入,,
ID-20260706-95,600105,永鼎股份,光纤光缆,未提供,H1主业净利同比+1624%-2314%（剥离一次性收益后），光棒/光纤/光芯片全产业链优势，Q2单季环比+114%-240%，超机构全年预期,业绩预告；机构推荐,强,强,业绩/订单,下半年海外算力订单落地,无,S,利好,未写入,,
ID-20260706-96,601869,长飞光纤,光纤光缆,未提供,光纤龙头，壁垒极高，与北美签长协价格好，港股性价比突出；中国光通信在全球AI最有定价权,机构强call,强,中,订单/涨价,北美长协执行,无,A,利好,未写入,,
ID-20260706-97,300308,中际旭创,光通信,未提供,光模块龙一，订单持续上修，物料保供好于预期，高价值量新品加速推出,机构强call,强,强,订单/业绩,Q2/Q3业绩验证,无,S,利好,未写入,,
ID-20260706-98,688629,华丰科技,光通信/连接器,未提供,国产超节点高速连接器核心标的，单卡配套5000-10000元，壁垒高净利率高，华为系主要供应商+NPO光无源器件,机构强call,中,中,订单/国产替代,超节点连接器订单,无,A,利好,未写入,,
ID-20260706-99,300843,胜蓝股份,光通信/连接器,未提供,国产超节点高速连接器标的，阿里系重点推荐（莫仕背书）,机构强call,中,中,订单,连接器验证,无,B,观察,未写入,,
ID-20260706-100,002916,深南电路,PCB/载板,未提供,PCB载板/类载板大票最看好，供不应求带来价格弹性和国产化0-1渗透,机构强call,强,中,订单/涨价,载板放量验证,无,A,利好,未写入,,
ID-20260706-101,301217,铜冠铜箔,PCB/铜箔,未提供,二代布和HVLP3-4绑定Rubin，三季度锐度最高；本轮调整跌20%后弹性突出,机构强call,中,中,涨价/订单,铜箔涨价验证,无,B,观察,未写入,,
ID-20260706-102,688020,方邦股份,PCB/材料,未提供,载体铜箔和ABF膜标的，明年锐度最高方向,机构推荐,弱,弱,技术,需验证放量,仅映射,C,观察,未写入,,
ID-20260706-103,603186,华正新材,PCB/材料,未提供,ABF膜标的，绑定载板方向,机构推荐,弱,弱,技术,需验证,仅映射,C,观察,未写入,,
ID-20260706-104,688519,南亚新材,PCB/CCL,未提供,高速CCL加速放量，M6-M8已批量供应国内头部算力客户，M10层级率先推出海外认证中；海泰海通目标价442.08元,机构研报；强call,中,中,订单/涨价,M10认证进展,无,A,利好,未写入,,
ID-20260706-105,600183,生益科技,PCB/CCL,未提供,全球覆铜板龙头，存储封装基板上游核心基材，存储相关订单至2027年,机构推荐,中,中,订单,CCL涨价持续性,无,B,观察,未写入,,
ID-20260706-106,300814,中富电路,PCB,未提供,PCB载板方向标的,机构提及,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-107,301232,飞沃科技,商业航天,未提供,火箭发动机3D打印零部件核心标的，长十乙可回收火箭试飞催化+可回收火箭规模化三重增量逻辑,机构强call；东吴计算机,强,中,政策/订单,长十乙7月10日试飞,无,A,利好,未写入,,
ID-20260706-108,002428,云南锗业,商业航天,未提供,太空光伏核心材料龙头，光伏级锗衬底全球市占超70%，三结砷化镓空间太阳能电池基材供应商，受益卫星组网放量,机构强call,中,中,订单/国产替代,卫星组网进度,无,A,利好,未写入,,
ID-20260706-109,603698,航天工程,商业航天,未提供,航天一院唯一A股上市平台，长十乙由航天一院抓总研制，存在资产注入预期，板块情绪核心标的,机构强call,强,中,政策/事件,长十乙试飞,无,A,利好,未写入,,
ID-20260706-110,301588,美新科技,商业航天,未提供,火箭贮箱赛道新锐，2026年控股四川星曜宇航，具备整流罩/箭体壳段/燃料贮箱全链条制造能力,机构推荐,中,中,订单/产能,订单落地验证,无,B,观察,未写入,,
ID-20260706-111,001270,铖昌科技,商业航天,未提供,商业航天关注标的（东吴计算机）,机构提及,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-112,688270,臻镭科技,商业航天,未提供,商业航天关注标的,机构提及,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-113,688387,信科移动,商业航天,未提供,商业航天关注标的,机构提及,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-114,300953,震裕科技,商业航天,未提供,商业航天关注标的,机构提及,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-115,688375,国博电子,商业航天,未提供,商业航天关注标的,机构提及,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-116,300900,广联航空,商业航天,未提供,商业航天关注标的,机构提及,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-117,300503,昊志机电,商业航天,未提供,商业航天关注标的,机构提及,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-118,300133,华策影视,创新药/AI,未提供,可灵AI投资方之一，创新药板块政策利好（细胞与基因治疗审评审批优化）；另含AI视频生成概念,产业事件,弱,弱,映射,需验证创新药业务占比,仅映射,C,观察,未写入,,
ID-20260706-119,000733,振华科技,SOFC/缺电,未提供,SOFC供应链标的，BE供应链弹性最大方向,机构推荐,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-120,300943,春晖智控,SOFC/缺电,未提供,SOFC供应链标的,机构推荐,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-121,002885,京泉华,SOFC/缺电,未提供,SOFC供应链标的,机构推荐,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-122,000338,潍柴动力,SOFC/缺电,未提供,BE竞争对手，SOFC方向,机构推荐,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-123,688028,沃尔德,玻璃基板/金刚石,未提供,金刚石散热材料向T客户送样，尚未获得批量订单,机构提及,弱,弱,技术,客户验证,仅送样,C,观察,未写入,,
ID-20260706-124,002046,国机精工,金刚石散热,未提供,向N客户供应4英寸金刚石产品,机构提及,弱,弱,技术,客户验证,仅送样,C,观察,未写入,,
ID-20260706-125,600172,黄河旋风,金刚石散热,未提供,向华南客户送样金刚石散热材料,机构提及,弱,弱,技术,客户验证,仅送样,C,观察,未写入,,
ID-20260706-126,688234,天岳先进,碳化硅,未提供,2026年出货目标70万片，8英寸市占率50%，12英寸小批量交付；出口占比45%，预计2026年盈亏平衡或盈利,机构调研纪要,中,中,订单/产能,Q2/Q3业绩验证,无,A,利好,未写入,,
ID-20260706-127,688531,日联科技,半导体设备,未提供,6亿珠海拿地建设华南总部，参与马来西亚QES定增布局海外，主业高景气,机构强call,弱,弱,订单/并购,并购整合进展,无,B,观察,未写入,,
ID-20260706-128,300738,奥飞数据,AI算力/IDC,未提供,国内头部第三方IDC，2025年盈利拐点确认，2026Q1算力交付进入集中兑现期，REITs盘活资产,机构研报,弱,弱,订单/业绩,Q2业绩验证,无,B,观察,未写入,,
ID-20260706-129,300568,星源材质,半导体/压电陶瓷,未提供,持股邦瓷电子13.5%，邦瓷为国内唯一半导体级压电陶瓷认证企业，MFC核心零部件供应商,机构推荐,弱,弱,映射,需验证持股比例变动,仅映射,C,观察,未写入,,
ID-20260706-130,301511,德福科技,CPU上游,未提供,CPU上游材料标的,机构提及,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-131,605589,圣泉集团,CPU上游,未提供,CPU上游材料标的,机构提及,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-132,601208,东材科技,CPU上游,未提供,CPU上游材料标的,机构提及,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
ID-20260706-133,002203,海亮股份,PCB/铜箔,未提供,二代布和HVLP3-4绑定Rubin，铜箔方向标的,机构提及,弱,弱,映射,需验证,仅映射,C,观察,未写入,,
